customer_id,customer_segment,signup_date,country,age_group,is_verified,credit_limit
CUST_000042,new,2023-01-04 10:00:00,Egypt,25-34,True,20000
CUST_000043,standard,2023-01-04 12:00:00,UAE,35-44,True,20000
CUST_000044,premium,2023-01-04 14:00:00,UAE,35-44,True,5000
CUST_000045,standard,2023-01-04 16:00:00,Egypt,18-24,True,5000
CUST_000046,standard,2023-01-04 18:00:00,KSA,35-44,True,3000
CUST_000047,new,2023-01-04 20:00:00,KSA,25-34,True,5000
CUST_000048,new,2023-01-04 22:00:00,UAE,35-44,True,3000
CUST_000049,premium,2023-01-05 00:00:00,UAE,25-34,False,3000
CUST_000050,standard,2023-01-05 02:00:00,Egypt,25-34,True,5000
CUST_000051,standard,2023-01-05 04:00:00,KSA,45+,True,5000
CUST_000052,standard,2023-01-05 06:00:00,KSA,25-34,False,3000
CUST_000053,premium,2023-01-05 08:00:00,UAE,25-34,False,10000
CUST_000054,standard,2023-01-05 10:00:00,UAE,25-34,True,5000
CUST_000055,new,2023-01-05 12:00:00,Kuwait,18-24,True,3000
CUST_000056,standard,2023-01-05 14:00:00,UAE,18-24,True,3000
CUST_000057,standard,2023-01-05 16:00:00,KSA,18-24,True,3000
CUST_000058,new,2023-01-05 18:00:00,UAE,25-34,True,3000
CUST_000059,standard,2023-01-05 20:00:00,KSA,25-34,True,10000
CUST_000060,new,2023-01-05 22:00:00,Egypt,25-34,True,5000
CUST_000061,new,2023-01-06 00:00:00,KSA,18-24,True,10000
CUST_000062,standard,2023-01-06 02:00:00,UAE,25-34,False,3000
CUST_000063,standard,2023-01-06 04:00:00,KSA,45+,True,5000
CUST_000064,standard,2023-01-06 06:00:00,KSA,25-34,True,5000
CUST_000065,standard,2023-01-06 08:00:00,UAE,25-34,True,5000
CUST_000066,premium,2023-01-06 10:00:00,Egypt,35-44,False,5000
CUST_000067,standard,2023-01-06 12:00:00,KSA,35-44,True,20000
CUST_000068,standard,2023-01-06 14:00:00,Egypt,25-34,True,3000
CUST_000069,premium,2023-01-06 16:00:00,KSA,35-44,False,5000
CUST_000070,standard,2023-01-06 18:00:00,UAE,25-34,True,10000
CUST_000071,new,2023-01-06 20:00:00,UAE,35-44,True,3000
CUST_000072,standard,2023-01-06 22:00:00,UAE,25-34,False,3000
CUST_000073,premium,2023-01-07 00:00:00,Egypt,25-34,False,3000
CUST_000074,standard,2023-01-07 02:00:00,KSA,18-24,True,5000
CUST_000075,new,2023-01-07 04:00:00,KSA,35-44,True,3000
CUST_000076,standard,2023-01-07 06:00:00,UAE,25-34,True,3000
CUST_000077,standard,2023-01-07 08:00:00,UAE,25-34,True,5000
CUST_000078,new,2023-01-07 10:00:00,KSA,25-34,True,5000
CUST_000079,standard,2023-01-07 12:00:00,UAE,45+,True,3000
CUST_000080,new,2023-01-07 14:00:00,UAE,35-44,True,5000
CUST_000081,standard,2023-01-07 16:00:00,KSA,25-34,True,5000
CUST_000082,standard,2023-01-07 18:00:00,UAE,25-34,True,20000
CUST_000083,standard,2023-01-07 20:00:00,UAE,25-34,True,5000
CUST_000084,standard,2023-01-07 22:00:00,UAE,25-34,True,10000
CUST_000085,premium,2023-01-08 00:00:00,UAE,45+,True,5000
CUST_000086,new,2023-01-08 02:00:00,Kuwait,18-24,True,3000
CUST_000087,standard,2023-01-08 04:00:00,UAE,25-34,True,5000
CUST_000088,standard,2023-01-08 06:00:00,UAE,25-34,True,10000
CUST_000089,premium,2023-01-08 08:00:00,UAE,25-34,True,5000
CUST_000090,standard,2023-01-08 10:00:00,KSA,25-34,True,10000
CUST_000091,standard,2023-01-08 12:00:00,UAE,25-34,True,20000
CUST_000092,premium,2023-01-08 14:00:00,KSA,18-24,True,3000
CUST_000093,standard,2023-01-08 16:00:00,UAE,25-34,True,3000
CUST_000094,standard,2023-01-08 18:00:00,UAE,25-34,True,3000
CUST_000095,standard,2023-01-08 20:00:00,UAE,18-24,False,5000
CUST_000096,standard,2023-01-08 22:00:00,Egypt,18-24,True,3000
CUST_000097,standard,2023-01-09 00:00:00,Egypt,35-44,True,10000
CUST_000098,standard,2023-01-09 02:00:00,UAE,25-34,True,3000
CUST_000099,new,2023-01-09 04:00:00,KSA,25-34,True,5000
CUST_000100,premium,2023-01-09 06:00:00,Egypt,35-44,True,3000
CUST_000101,standard,2023-01-09 08:00:00,UAE,25-34,True,20000
CUST_000102,premium,2023-01-09 10:00:00,Egypt,25-34,True,5000
CUST_000103,new,2023-01-09 12:00:00,UAE,25-34,True,20000
CUST_000104,new,2023-01-09 14:00:00,Egypt,25-34,True,20000
CUST_000105,standard,2023-01-09 16:00:00,KSA,25-34,True,5000
CUST_000106,standard,2023-01-09 18:00:00,Egypt,25-34,True,3000
CUST_000107,new,2023-01-09 20:00:00,KSA,35-44,True,3000
CUST_000108,standard,2023-01-09 22:00:00,UAE,35-44,True,3000
CUST_000109,standard,2023-01-10 00:00:00,Egypt,18-24,True,10000
CUST_000110,standard,2023-01-10 02:00:00,UAE,18-24,True,3000
CUST_000111,premium,2023-01-10 04:00:00,UAE,25-34,False,3000
CUST_000112,new,2023-01-10 06:00:00,KSA,25-34,True,5000
CUST_000113,new,2023-01-10 08:00:00,KSA,18-24,True,5000
CUST_000114,standard,2023-01-10 10:00:00,Egypt,35-44,True,5000
CUST_000115,standard,2023-01-10 12:00:00,UAE,25-34,True,5000
CUST_000116,standard,2023-01-10 14:00:00,KSA,45+,True,10000
CUST_000117,new,2023-01-10 16:00:00,KSA,35-44,True,5000
CUST_000118,new,2023-01-10 18:00:00,UAE,35-44,False,3000
CUST_000119,new,2023-01-10 20:00:00,UAE,25-34,True,10000
CUST_000120,new,2023-01-10 22:00:00,UAE,25-34,True,20000
CUST_000121,standard,2023-01-11 00:00:00,UAE,25-34,True,3000
CUST_000122,premium,2023-01-11 02:00:00,Kuwait,18-24,True,5000
CUST_000123,standard,2023-01-11 04:00:00,KSA,25-34,True,5000
CUST_000124,new,2023-01-11 06:00:00,KSA,25-34,True,3000
CUST_000125,standard,2023-01-11 08:00:00,Kuwait,18-24,True,10000
CUST_000126,premium,2023-01-11 10:00:00,UAE,25-34,True,3000
CUST_000127,premium,2023-01-11 12:00:00,Egypt,35-44,True,10000
CUST_000128,standard,2023-01-11 14:00:00,UAE,18-24,True,5000
CUST_000129,premium,2023-01-11 16:00:00,Egypt,18-24,True,5000
CUST_000130,standard,2023-01-11 18:00:00,UAE,25-34,True,3000
CUST_000131,standard,2023-01-11 20:00:00,Egypt,45+,False,3000
CUST_000132,standard,2023-01-11 22:00:00,UAE,25-34,True,3000
CUST_000133,standard,2023-01-12 00:00:00,UAE,18-24,False,3000
CUST_000134,standard,2023-01-12 02:00:00,KSA,25-34,True,5000
CUST_000135,new,2023-01-12 04:00:00,UAE,45+,True,10000
CUST_000136,standard,2023-01-12 06:00:00,KSA,35-44,True,5000
CUST_000137,standard,2023-01-12 08:00:00,UAE,25-34,False,10000
CUST_000138,new,2023-01-12 10:00:00,KSA,25-34,True,5000
CUST_000139,standard,2023-01-12 12:00:00,UAE,25-34,True,10000
CUST_000140,new,2023-01-12 14:00:00,UAE,18-24,True,20000
CUST_000141,standard,2023-01-12 16:00:00,UAE,25-34,False,3000
CUST_000142,standard,2023-01-12 18:00:00,UAE,35-44,False,10000
CUST_000143,premium,2023-01-12 20:00:00,UAE,45+,False,5000
CUST_000144,standard,2023-01-12 22:00:00,UAE,25-34,False,10000
CUST_000145,standard,2023-01-13 00:00:00,UAE,18-24,True,5000
CUST_000146,standard,2023-01-13 02:00:00,UAE,25-34,True,5000
CUST_000147,new,2023-01-13 04:00:00,KSA,35-44,True,3000
CUST_000148,standard,2023-01-13 06:00:00,Egypt,35-44,True,3000
CUST_000149,new,2023-01-13 08:00:00,UAE,18-24,True,5000
CUST_000150,standard,2023-01-13 10:00:00,KSA,25-34,False,20000
CUST_000151,new,2023-01-13 12:00:00,KSA,25-34,True,10000
CUST_000152,standard,2023-01-13 14:00:00,UAE,25-34,True,5000
CUST_000153,standard,2023-01-13 16:00:00,KSA,35-44,False,10000
CUST_000154,standard,2023-01-13 18:00:00,UAE,25-34,True,10000
CUST_000155,standard,2023-01-13 20:00:00,KSA,35-44,True,3000
CUST_000156,new,2023-01-13 22:00:00,UAE,25-34,True,3000
CUST_000157,standard,2023-01-14 00:00:00,KSA,35-44,True,3000
CUST_000158,premium,2023-01-14 02:00:00,KSA,25-34,True,10000
CUST_000159,standard,2023-01-14 04:00:00,UAE,35-44,True,10000
CUST_000160,standard,2023-01-14 06:00:00,UAE,25-34,True,3000
CUST_000161,new,2023-01-14 08:00:00,Kuwait,25-34,False,3000
CUST_000162,new,2023-01-14 10:00:00,UAE,25-34,True,10000
CUST_000163,new,2023-01-14 12:00:00,KSA,25-34,True,20000
CUST_000164,standard,2023-01-14 14:00:00,Egypt,25-34,False,10000
CUST_000165,premium,2023-01-14 16:00:00,KSA,25-34,True,5000
CUST_000166,new,2023-01-14 18:00:00,KSA,45+,True,3000
CUST_000167,standard,2023-01-14 20:00:00,KSA,18-24,True,5000
CUST_000168,new,2023-01-14 22:00:00,Egypt,35-44,True,3000
CUST_000169,new,2023-01-15 00:00:00,UAE,45+,True,10000
CUST_000170,new,2023-01-15 02:00:00,UAE,18-24,True,5000
CUST_000171,standard,2023-01-15 04:00:00,UAE,25-34,True,10000
CUST_000172,standard,2023-01-15 06:00:00,Kuwait,25-34,True,5000
CUST_000173,new,2023-01-15 08:00:00,KSA,18-24,True,10000
CUST_000174,standard,2023-01-15 10:00:00,UAE,25-34,True,5000
CUST_000175,standard,2023-01-15 12:00:00,Egypt,45+,True,5000
CUST_000176,standard,2023-01-15 14:00:00,UAE,18-24,False,5000
CUST_000177,new,2023-01-15 16:00:00,UAE,25-34,True,3000
CUST_000178,standard,2023-01-15 18:00:00,KSA,25-34,True,20000
CUST_000179,standard,2023-01-15 20:00:00,UAE,35-44,True,5000
CUST_000180,premium,2023-01-15 22:00:00,Egypt,18-24,True,5000
CUST_000181,standard,2023-01-16 00:00:00,UAE,25-34,True,10000
CUST_000182,new,2023-01-16 02:00:00,Egypt,25-34,True,10000
CUST_000183,premium,2023-01-16 04:00:00,KSA,25-34,True,5000
CUST_000184,standard,2023-01-16 06:00:00,UAE,45+,True,20000
CUST_000185,new,2023-01-16 08:00:00,Kuwait,35-44,True,3000
CUST_000186,new,2023-01-16 10:00:00,KSA,18-24,True,3000
CUST_000187,standard,2023-01-16 12:00:00,UAE,25-34,True,5000
CUST_000188,new,2023-01-16 14:00:00,UAE,25-34,True,5000
CUST_000189,standard,2023-01-16 16:00:00,Egypt,25-34,True,5000
CUST_000190,standard,2023-01-16 18:00:00,UAE,25-34,True,5000
CUST_000191,new,2023-01-16 20:00:00,UAE,25-34,True,5000
CUST_000192,new,2023-01-16 22:00:00,UAE,25-34,True,10000
CUST_000193,new,2023-01-17 00:00:00,UAE,45+,True,5000
CUST_000194,new,2023-01-17 02:00:00,KSA,18-24,True,20000
CUST_000195,standard,2023-01-17 04:00:00,UAE,45+,True,10000
CUST_000196,standard,2023-01-17 06:00:00,UAE,25-34,True,3000
CUST_000197,new,2023-01-17 08:00:00,UAE,25-34,True,3000
CUST_000198,standard,2023-01-17 10:00:00,UAE,35-44,True,5000
CUST_000199,new,2023-01-17 12:00:00,Egypt,25-34,True,10000
CUST_000200,new,2023-01-17 14:00:00,UAE,25-34,False,3000
CUST_000201,new,2023-01-17 16:00:00,Kuwait,25-34,False,3000
CUST_000202,standard,2023-01-17 18:00:00,UAE,25-34,True,20000
CUST_000203,standard,2023-01-17 20:00:00,UAE,45+,False,5000
CUST_000204,premium,2023-01-17 22:00:00,Egypt,35-44,True,3000
CUST_000205,standard,2023-01-18 00:00:00,UAE,18-24,True,3000
CUST_000206,premium,2023-01-18 02:00:00,KSA,18-24,True,10000
CUST_000207,standard,2023-01-18 04:00:00,Kuwait,25-34,True,10000
CUST_000208,standard,2023-01-18 06:00:00,UAE,18-24,False,3000
CUST_000209,standard,2023-01-18 08:00:00,UAE,25-34,True,5000
CUST_000210,standard,2023-01-18 10:00:00,KSA,18-24,False,10000
CUST_000211,premium,2023-01-18 12:00:00,UAE,25-34,True,10000
CUST_000212,premium,2023-01-18 14:00:00,UAE,18-24,True,10000
CUST_000213,new,2023-01-18 16:00:00,UAE,25-34,True,5000
CUST_000214,standard,2023-01-18 18:00:00,UAE,25-34,True,20000
CUST_000215,premium,2023-01-18 20:00:00,KSA,25-34,True,5000
CUST_000216,standard,2023-01-18 22:00:00,UAE,45+,True,3000
CUST_000217,new,2023-01-19 00:00:00,UAE,35-44,False,10000
CUST_000218,standard,2023-01-19 02:00:00,KSA,25-34,True,5000
CUST_000219,standard,2023-01-19 04:00:00,UAE,18-24,True,10000
CUST_000220,premium,2023-01-19 06:00:00,UAE,35-44,True,3000
CUST_000221,premium,2023-01-19 08:00:00,KSA,45+,False,10000
CUST_000222,standard,2023-01-19 10:00:00,UAE,35-44,True,3000
CUST_000223,standard,2023-01-19 12:00:00,KSA,18-24,True,5000
CUST_000224,standard,2023-01-19 14:00:00,Egypt,45+,True,3000
CUST_000225,new,2023-01-19 16:00:00,UAE,25-34,True,5000
CUST_000226,new,2023-01-19 18:00:00,KSA,35-44,True,10000
CUST_000227,standard,2023-01-19 20:00:00,UAE,45+,True,5000
CUST_000228,standard,2023-01-19 22:00:00,UAE,25-34,False,3000
CUST_000229,new,2023-01-20 00:00:00,Egypt,45+,False,5000
CUST_000230,standard,2023-01-20 02:00:00,Egypt,25-34,True,10000
CUST_000231,standard,2023-01-20 04:00:00,UAE,45+,False,5000
CUST_000232,premium,2023-01-20 06:00:00,KSA,25-34,True,3000
CUST_000233,premium,2023-01-20 08:00:00,Egypt,45+,True,3000
CUST_000234,new,2023-01-20 10:00:00,Kuwait,18-24,True,20000
CUST_000235,new,2023-01-20 12:00:00,KSA,35-44,True,5000
CUST_000236,standard,2023-01-20 14:00:00,UAE,25-34,True,3000
CUST_000237,standard,2023-01-20 16:00:00,UAE,25-34,True,10000
CUST_000238,standard,2023-01-20 18:00:00,Kuwait,25-34,True,5000
CUST_000239,standard,2023-01-20 20:00:00,UAE,35-44,True,3000
CUST_000240,standard,2023-01-20 22:00:00,KSA,18-24,True,20000
CUST_000241,standard,2023-01-21 00:00:00,UAE,25-34,True,5000
CUST_000242,new,2023-01-21 02:00:00,UAE,25-34,True,5000
CUST_000243,standard,2023-01-21 04:00:00,UAE,45+,True,5000
CUST_000244,standard,2023-01-21 06:00:00,Kuwait,18-24,False,10000
CUST_000245,new,2023-01-21 08:00:00,UAE,18-24,True,3000
CUST_000246,new,2023-01-21 10:00:00,KSA,25-34,True,3000
CUST_000247,standard,2023-01-21 12:00:00,UAE,25-34,True,3000
CUST_000248,standard,2023-01-21 14:00:00,UAE,25-34,True,10000
CUST_000249,standard,2023-01-21 16:00:00,UAE,25-34,False,5000
CUST_000250,standard,2023-01-21 18:00:00,KSA,35-44,True,5000
CUST_000251,standard,2023-01-21 20:00:00,UAE,35-44,True,3000
CUST_000252,new,2023-01-21 22:00:00,UAE,25-34,False,5000
CUST_000253,premium,2023-01-22 00:00:00,UAE,18-24,True,10000
CUST_000254,premium,2023-01-22 02:00:00,UAE,25-34,True,5000
CUST_000255,premium,2023-01-22 04:00:00,Kuwait,18-24,True,10000
CUST_000256,premium,2023-01-22 06:00:00,Egypt,35-44,True,5000
CUST_000257,new,2023-01-22 08:00:00,UAE,25-34,True,10000
CUST_000258,new,2023-01-22 10:00:00,KSA,25-34,True,3000
CUST_000259,standard,2023-01-22 12:00:00,Egypt,25-34,True,5000
CUST_000260,premium,2023-01-22 14:00:00,UAE,35-44,True,20000
CUST_000261,standard,2023-01-22 16:00:00,Egypt,18-24,True,20000
CUST_000262,standard,2023-01-22 18:00:00,Egypt,25-34,True,3000
CUST_000263,standard,2023-01-22 20:00:00,UAE,18-24,True,5000
CUST_000264,standard,2023-01-22 22:00:00,UAE,35-44,True,3000
CUST_000265,standard,2023-01-23 00:00:00,Kuwait,45+,True,10000
CUST_000266,standard,2023-01-23 02:00:00,KSA,25-34,True,5000
CUST_000267,standard,2023-01-23 04:00:00,UAE,25-34,True,5000
CUST_000268,premium,2023-01-23 06:00:00,UAE,45+,True,3000
CUST_000269,standard,2023-01-23 08:00:00,UAE,25-34,True,20000
CUST_000270,standard,2023-01-23 10:00:00,KSA,25-34,True,5000
CUST_000271,standard,2023-01-23 12:00:00,KSA,25-34,True,3000
CUST_000272,new,2023-01-23 14:00:00,Kuwait,25-34,True,5000
CUST_000273,standard,2023-01-23 16:00:00,UAE,18-24,True,3000
CUST_000274,standard,2023-01-23 18:00:00,KSA,35-44,False,5000
CUST_000275,premium,2023-01-23 20:00:00,KSA,25-34,True,20000
CUST_000276,standard,2023-01-23 22:00:00,UAE,18-24,True,10000
CUST_000277,premium,2023-01-24 00:00:00,UAE,35-44,True,5000
CUST_000278,standard,2023-01-24 02:00:00,Kuwait,25-34,False,10000
CUST_000279,new,2023-01-24 04:00:00,Egypt,18-24,True,5000
CUST_000280,standard,2023-01-24 06:00:00,UAE,25-34,True,3000
CUST_000281,standard,2023-01-24 08:00:00,KSA,35-44,False,20000
CUST_000282,standard,2023-01-24 10:00:00,UAE,35-44,True,5000
CUST_000283,standard,2023-01-24 12:00:00,KSA,45+,True,5000
CUST_000284,standard,2023-01-24 14:00:00,KSA,35-44,True,20000
CUST_000285,new,2023-01-24 16:00:00,KSA,18-24,True,3000
CUST_000286,standard,2023-01-24 18:00:00,Kuwait,25-34,True,10000
CUST_000287,new,2023-01-24 20:00:00,KSA,35-44,False,20000
CUST_000288,new,2023-01-24 22:00:00,UAE,25-34,True,5000
CUST_000289,standard,2023-01-25 00:00:00,KSA,25-34,True,3000
CUST_000290,premium,2023-01-25 02:00:00,UAE,25-34,True,5000
CUST_000291,premium,2023-01-25 04:00:00,UAE,25-34,True,3000
CUST_000292,premium,2023-01-25 06:00:00,UAE,45+,True,5000
CUST_000293,premium,2023-01-25 08:00:00,UAE,25-34,True,10000
CUST_000294,standard,2023-01-25 10:00:00,KSA,25-34,True,5000
CUST_000295,premium,2023-01-25 12:00:00,UAE,45+,True,5000
CUST_000296,standard,2023-01-25 14:00:00,KSA,25-34,True,5000
CUST_000297,new,2023-01-25 16:00:00,KSA,18-24,True,5000
CUST_000298,premium,2023-01-25 18:00:00,UAE,25-34,True,10000
CUST_000299,new,2023-01-25 20:00:00,Egypt,35-44,True,5000
CUST_000300,standard,2023-01-25 22:00:00,UAE,35-44,True,10000
CUST_000301,premium,2023-01-26 00:00:00,UAE,35-44,False,5000
CUST_000302,standard,2023-01-26 02:00:00,KSA,35-44,True,5000
CUST_000303,standard,2023-01-26 04:00:00,UAE,25-34,True,3000
CUST_000304,new,2023-01-26 06:00:00,UAE,35-44,True,5000
CUST_000305,new,2023-01-26 08:00:00,KSA,35-44,False,5000
CUST_000306,new,2023-01-26 10:00:00,KSA,18-24,True,3000
CUST_000307,standard,2023-01-26 12:00:00,UAE,18-24,True,20000
CUST_000308,standard,2023-01-26 14:00:00,Kuwait,45+,True,5000
CUST_000309,new,2023-01-26 16:00:00,KSA,35-44,True,20000
CUST_000310,new,2023-01-26 18:00:00,Egypt,35-44,False,3000
CUST_000311,new,2023-01-26 20:00:00,UAE,35-44,True,5000
CUST_000312,standard,2023-01-26 22:00:00,KSA,25-34,True,3000
CUST_000313,standard,2023-01-27 00:00:00,Egypt,25-34,True,3000
CUST_000314,new,2023-01-27 02:00:00,KSA,25-34,True,10000
CUST_000315,standard,2023-01-27 04:00:00,KSA,18-24,False,3000
CUST_000316,new,2023-01-27 06:00:00,UAE,35-44,True,5000
CUST_000317,new,2023-01-27 08:00:00,UAE,25-34,True,3000
CUST_000318,standard,2023-01-27 10:00:00,UAE,25-34,True,5000
CUST_000319,new,2023-01-27 12:00:00,UAE,25-34,True,10000
CUST_000320,new,2023-01-27 14:00:00,Egypt,25-34,True,5000
CUST_000321,premium,2023-01-27 16:00:00,UAE,18-24,True,10000
CUST_000322,new,2023-01-27 18:00:00,Kuwait,25-34,True,5000
CUST_000323,standard,2023-01-27 20:00:00,Kuwait,18-24,True,20000
CUST_000324,new,2023-01-27 22:00:00,UAE,18-24,True,10000
CUST_000325,standard,2023-01-28 00:00:00,UAE,45+,False,5000
CUST_000326,new,2023-01-28 02:00:00,Egypt,18-24,True,5000
CUST_000327,standard,2023-01-28 04:00:00,Kuwait,25-34,True,20000
CUST_000328,premium,2023-01-28 06:00:00,UAE,25-34,True,5000
CUST_000329,new,2023-01-28 08:00:00,UAE,25-34,True,10000
CUST_000330,premium,2023-01-28 10:00:00,KSA,18-24,True,5000
CUST_000331,standard,2023-01-28 12:00:00,KSA,35-44,True,3000
CUST_000332,new,2023-01-28 14:00:00,UAE,35-44,True,10000
CUST_000333,new,2023-01-28 16:00:00,KSA,25-34,False,5000
CUST_000334,standard,2023-01-28 18:00:00,UAE,25-34,True,5000
CUST_000335,standard,2023-01-28 20:00:00,UAE,45+,True,5000
CUST_000336,standard,2023-01-28 22:00:00,UAE,35-44,True,3000
CUST_000337,standard,2023-01-29 00:00:00,UAE,25-34,True,10000
CUST_000338,standard,2023-01-29 02:00:00,UAE,18-24,True,20000
CUST_000339,standard,2023-01-29 04:00:00,UAE,25-34,True,10000
CUST_000340,new,2023-01-29 06:00:00,UAE,25-34,True,5000
CUST_000341,new,2023-01-29 08:00:00,UAE,18-24,True,5000
CUST_000342,new,2023-01-29 10:00:00,UAE,25-34,True,10000
CUST_000343,premium,2023-01-29 12:00:00,Kuwait,25-34,True,5000
CUST_000344,standard,2023-01-29 14:00:00,UAE,25-34,True,5000
CUST_000345,premium,2023-01-29 16:00:00,UAE,35-44,False,20000
CUST_000346,standard,2023-01-29 18:00:00,KSA,35-44,True,5000
CUST_000347,standard,2023-01-29 20:00:00,Kuwait,25-34,True,5000
CUST_000348,new,2023-01-29 22:00:00,UAE,35-44,True,3000
CUST_000349,standard,2023-01-30 00:00:00,KSA,18-24,False,3000
CUST_000350,premium,2023-01-30 02:00:00,KSA,35-44,True,3000
CUST_000351,premium,2023-01-30 04:00:00,KSA,18-24,True,20000
CUST_000352,new,2023-01-30 06:00:00,UAE,18-24,False,5000
CUST_000353,standard,2023-01-30 08:00:00,KSA,25-34,True,5000
CUST_000354,premium,2023-01-30 10:00:00,UAE,25-34,True,10000
CUST_000355,premium,2023-01-30 12:00:00,KSA,45+,True,5000
CUST_000356,new,2023-01-30 14:00:00,KSA,25-34,True,5000
CUST_000357,premium,2023-01-30 16:00:00,UAE,25-34,True,3000
CUST_000358,new,2023-01-30 18:00:00,Egypt,25-34,True,10000
CUST_000359,new,2023-01-30 20:00:00,UAE,25-34,True,3000
CUST_000360,premium,2023-01-30 22:00:00,Egypt,25-34,True,3000
CUST_000361,premium,2023-01-31 00:00:00,UAE,25-34,False,3000
CUST_000362,new,2023-01-31 02:00:00,UAE,35-44,True,3000
CUST_000363,standard,2023-01-31 04:00:00,UAE,35-44,True,3000
CUST_000364,standard,2023-01-31 06:00:00,Kuwait,45+,True,5000
CUST_000365,new,2023-01-31 08:00:00,UAE,25-34,True,3000
CUST_000366,new,2023-01-31 10:00:00,UAE,35-44,True,5000
CUST_000367,new,2023-01-31 12:00:00,UAE,25-34,True,3000
CUST_000368,new,2023-01-31 14:00:00,KSA,25-34,True,3000
CUST_000369,standard,2023-01-31 16:00:00,KSA,25-34,True,5000
CUST_000370,premium,2023-01-31 18:00:00,UAE,45+,True,20000
CUST_000371,new,2023-01-31 20:00:00,UAE,35-44,True,10000
CUST_000372,standard,2023-01-31 22:00:00,UAE,45+,True,20000
CUST_000373,standard,2023-02-01 00:00:00,UAE,35-44,False,5000
CUST_000374,new,2023-02-01 02:00:00,UAE,45+,True,5000
CUST_000375,premium,2023-02-01 04:00:00,KSA,35-44,True,5000
CUST_000376,standard,2023-02-01 06:00:00,UAE,25-34,True,5000
CUST_000377,premium,2023-02-01 08:00:00,UAE,25-34,False,3000
CUST_000378,standard,2023-02-01 10:00:00,UAE,25-34,True,5000
CUST_000379,premium,2023-02-01 12:00:00,Kuwait,18-24,True,5000
CUST_000380,premium,2023-02-01 14:00:00,Kuwait,25-34,True,5000
CUST_000381,premium,2023-02-01 16:00:00,Egypt,25-34,True,5000
CUST_000382,standard,2023-02-01 18:00:00,UAE,25-34,True,3000
CUST_000383,new,2023-02-01 20:00:00,UAE,45+,True,5000
CUST_000384,standard,2023-02-01 22:00:00,UAE,45+,True,3000
CUST_000385,new,2023-02-02 00:00:00,UAE,18-24,True,20000
CUST_000386,standard,2023-02-02 02:00:00,KSA,25-34,True,3000
CUST_000387,standard,2023-02-02 04:00:00,KSA,25-34,False,3000
CUST_000388,new,2023-02-02 06:00:00,Egypt,25-34,True,10000
